"keyPhotoID","OutcropPhoto","Photomicrograph","CLImage","OtherImage","TSOverview","OtherDocument","WayptIDKey","MacrostructureID","SampleIDKey","TSDescID","PhotoLinkRelative2"
551,1,0,0,0,0,0,,0,153,0,"\Photos\USTProject\16-WB-208\16-WB-208.3.jpg"
552,0,0,0,0,1,0,,0,153,181,"\Photos\USTProject\16-WB-208\Thick Section\16-WB-208-ThS.tif"
553,1,0,0,0,0,0,,206,154,0,"\Photos\USTProject\Fall2016FieldWork\LakeMead\16-WB-300_155349.jpg"
554,1,0,0,0,0,0,,206,0,0,"\Photos\USTProject\Fall2016FieldWork\LakeMead\16-WB-300_155317 - Copy.jpg"
555,1,0,0,0,0,0,,0,154,0,"\Photos\USTProject\Fall2016FieldWork\LakeMead\16-WB-300_155317.jpg"
556,1,0,0,0,0,0,,0,154,0,"\Photos\USTProject\Fall2016FieldWork\LakeMead\16-WB-300_155323 - Copy.jpg"
557,1,0,0,0,0,0,,0,154,0,"\Photos\USTProject\Fall2016FieldWork\LakeMead\16-WB-300_155323.jpg"
558,1,0,0,0,0,0,,0,154,0,"\Photos\USTProject\Fall2016FieldWork\LakeMead\16-WB-300_155342.jpg"
559,1,0,0,0,0,0,,207,0,0,"\Photos\USTProject\Fall2016FieldWork\LPAH\IMG_0001.JPG"
560,1,0,0,0,0,0,,207,0,0,"\Photos\USTProject\Fall2016FieldWork\LPAH\IMG_0002.JPG"
561,1,0,0,0,0,0,,0,155,0,"\Photos\USTProject\Fall2016FieldWork\LPAH\IMG_0001.JPG"
562,1,0,0,0,0,0,,0,156,0,"\Photos\USTProject\Fall2016FieldWork\LPAH\IMG_0001.JPG"
563,1,0,0,0,0,0,,0,157,0,"\Photos\USTProject\Fall2016FieldWork\LPAH\IMG_0001.JPG"
564,1,0,0,0,0,0,881,229,175,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_ 14_LW_101_DetailOfCrustFRU_0046.jpg"
565,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0001.jpg"
566,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0002.jpg"
567,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0003.jpg"
568,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0004.jpg"
569,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0005.jpg"
570,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0006.jpg"
571,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0007.jpg"
572,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0008.jpg"
573,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0009.jpg"
574,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0010.jpg"
575,1,0,0,0,0,0,881,239,199,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881?_14_WB_111_0011.jpg"
576,1,0,0,0,0,0,968,263,224,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\968_14_LP_10_0312.JPG"
577,1,0,0,0,0,0,968,263,224,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\968_14_LP_10_0313.JPG"
578,1,0,0,0,0,0,921,257,218,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\921_14_LP_196_0081.JPG"
579,1,0,0,0,0,0,921,257,218,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\921_14_LP_196_0082.JPG"
580,1,0,0,0,0,0,921,257,218,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\921_14_LP_196_0083.JPG"
581,1,0,0,0,0,0,921,257,218,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\921_14_LP_196_0084.JPG"
582,1,0,0,0,0,0,926,258,219,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\926_14_LP_197_0112.JPG"
583,1,0,0,0,0,0,926,258,219,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\926_14_LP_197_0113.JPG"
584,1,0,0,0,0,0,926,258,219,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\926_14_LP_197_0114.jpg"
585,1,0,0,0,0,0,926,258,219,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\926_14_LP_197_0115.JPG"
586,1,0,0,0,0,0,158,223,165,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0116.JPG"
587,1,0,0,0,0,0,158,223,165,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0117.JPG"
588,1,0,0,0,0,0,158,223,165,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0118.jpg"
589,1,0,0,0,0,0,158,223,165,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0119.JPG"
590,1,0,0,0,0,0,158,223,165,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0120.JPG"
591,1,0,0,0,0,0,158,224,166,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0116.JPG"
592,1,0,0,0,0,0,158,224,166,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0117.JPG"
593,1,0,0,0,0,0,158,224,166,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0118.jpg"
594,1,0,0,0,0,0,158,224,166,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0119.JPG"
595,1,0,0,0,0,0,158,224,166,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0120.JPG"
596,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0116.JPG"
597,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0117.JPG"
598,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0118.jpg"
599,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0119.JPG"
600,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_198_199_200_0120.JPG"
601,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_200_0130.jpg"
602,1,0,0,0,0,0,158,225,167,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\158_14_LP_200_0131.jpg"
603,1,0,0,0,0,0,932,259,220,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\2F_14_LP_201_0151.JPG"
604,1,0,0,0,0,0,932,259,220,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\2F_14_LP_201_0152.JPG"
605,1,0,0,0,0,0,932,259,220,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\2F_14_LP_201_0153.JPG"
606,1,0,0,0,0,0,932,259,220,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\2F_14_LP_201_0154.JPG"
607,1,0,0,0,0,0,932,259,220,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\2F_14_LP_201_0155.JPG"
608,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0180.JPG"
609,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0181.JPG"
610,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0182.JPG"
611,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0183.JPG"
612,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0184.JPG"
613,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0185.JPG"
614,1,0,0,0,0,0,937,260,221,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\937_14_LP_7_0186.JPG"
615,1,0,0,0,0,0,939,261,222,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\939_14_LP_8_2122.jpg"
616,1,0,0,0,0,0,951,262,223,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\951_14_LP_9_0231.JPG"
617,1,0,0,0,0,0,951,262,223,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\951_14_LP_9_0232.JPG"
618,1,0,0,0,0,0,951,262,223,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\951_14_LP_9_0233.JPG"
619,1,0,0,0,0,0,951,262,223,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\951_14_LP_9_0234.JPG"
620,1,0,0,0,0,0,951,262,223,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\951_14_LP_9_0235.JPG"
621,1,0,0,0,0,0,951,262,223,0,"\Photos\USTProject\2014_March_FIELDSEASON\PahranagatEricSarah\951_14_LP_9_0236.JPG"
622,1,0,0,0,0,0,881,229,175,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101_OverviewFRU_DSC_0012.jpg"
623,1,0,0,0,0,0,881,229,175,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101_OverviewFRU_DSC_0013_1.jpg"
624,1,0,0,0,0,0,881,229,175,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101_OverviewFRU_DSC_0014_1.jpg"
625,1,0,0,0,0,0,881,229,175,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101_OverviewFRU_DSC_0015.jpg"
626,1,0,0,0,0,0,881,229,176,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101A_DSC_0018_1.jpg"
627,1,0,0,0,0,0,881,229,176,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101A_DSC_0019.jpg"
628,1,0,0,0,0,0,881,229,176,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101A_DSC_0020_1.jpg"
629,1,0,0,0,0,0,881,229,176,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101A_DSC_0021.jpg"
630,1,0,0,0,0,0,881,229,177,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101B_DSC_0016_1.jpg"
631,1,0,0,0,0,0,881,229,177,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101B_DSC_0017.jpg"
632,1,0,0,0,0,0,881,229,178,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101I_DSC_0022_1.jpg"
633,1,0,0,0,0,0,881,229,178,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101I_DSC_0023.jpg"
634,1,0,0,0,0,0,881,229,178,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_LW_101I_DSC_0024_1.jpg"
635,1,0,0,0,0,0,878,,,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinTomSarah\878_14_NoSample_2025.jpg"
636,1,0,0,0,0,0,878,,,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinTomSarah\878_14_NoSample_2026.jpg"
637,1,0,0,0,0,0,878,,,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinTomSarah\878_14_NoSample_2027.jpg"
638,1,0,0,0,0,0,878,,,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinTomSarah\878_14_NoSample_2028.jpg"
639,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_BelowFRU_DSC_0066.jpg"
640,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_BelowFRU_DSC_0067.jpg"
641,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_BelowFRU_DSC_0068.jpg"
642,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_LowerFRUDetal_DSC_0052.jpg"
643,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_LowerFRUDetal_DSC_0053_1.jpg"
644,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_LowerFRUDetal_DSC_0054_1.jpg"
645,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_LowerFRUDetal_DSC_0055.jpg"
646,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_LowerFRUDetal_DSC_0056_1.jpg"
647,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_OverlappingUCrustFRU_DSC_0047_1.jpg"
648,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_OverlappingUCrustFRU_DSC_0048.jpg"
649,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_OverlappingUCrustFRU_DSC_0049_1.jpg"
650,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_OverlappingUCrustFRU_DSC_0050.jpg"
651,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_OverlappingUCrustFRU_DSC_0051_1.jpg"
652,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_UpperDomePartFRU_DSC_0041.jpg"
653,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_UpperDomePartFRU_DSC_0042_1.jpg"
654,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_UpperDomePartFRU_DSC_0043.jpg"
655,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_UpperDomePartFRU_DSC_0044_1.jpg"
656,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101_UpperDomePartFRU_DSC_0045_1.jpg"
657,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_10180_DSC_0080.jpg"
658,1,0,0,0,0,0,881,229,180,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101A_DSC_0076.jpg"
659,1,0,0,0,0,0,881,229,181,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101B_DSC_0075.jpg"
660,1,0,0,0,0,0,881,229,182,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101C_DSC_0077.jpg"
661,1,0,0,0,0,0,881,229,183,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101D_DSC_0078.jpg"
662,1,0,0,0,0,0,881,229,183,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101DandE_DSC_0031_1.jpg"
663,1,0,0,0,0,0,881,229,183,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101DandE_DSC_0032.jpg"
664,1,0,0,0,0,0,881,229,183,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101DandE_DSC_0033_1.jpg"
665,1,0,0,0,0,0,881,229,184,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101DandE_DSC_0031_1.jpg"
666,1,0,0,0,0,0,881,229,184,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101DandE_DSC_0032.jpg"
667,1,0,0,0,0,0,881,229,184,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101DandE_DSC_0033_1.jpg"
668,1,0,0,0,0,0,881,229,184,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101E_DSC_0079.jpg"
669,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0057.jpg"
670,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0058_1.jpg"
671,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0059.jpg"
672,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0060_1.jpg"
673,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0061.jpg"
674,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0062_1.jpg"
675,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0063.jpg"
676,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0064.jpg"
677,1,0,0,0,0,0,881,229,185,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101F_DSC_0065.jpg"
678,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101G_DSC_0081.jpg"
679,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0069.jpg"
680,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0070.jpg"
681,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0071.jpg"
682,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0072.jpg"
683,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0073.jpg"
684,1,0,0,0,0,0,881,229,186,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0074.jpg"
685,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0069.jpg"
686,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0070.jpg"
687,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0071.jpg"
688,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0072.jpg"
689,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0073.jpg"
690,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101GandH_DSC_0074.jpg"
691,1,0,0,0,0,0,881,229,187,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101HNotSampled_DSC_0082.jpg"
692,1,0,0,0,0,0,881,229,188,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101I_DSC_0083.jpg"
693,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0034_1.jpg"
694,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0035.jpg"
695,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0036_1.jpg"
696,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0037.jpg"
697,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0038_1.jpg"
698,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0039.jpg"
699,1,0,0,0,0,0,881,229,179,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_101UpperDomePartFRU_DSC_0040_1.jpg"
700,1,0,0,0,0,0,881,230,189,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_102_0086.jpg"
701,1,0,0,0,0,0,881,230,189,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_102_0087.jpg"
702,1,0,0,0,0,0,881,230,189,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_102_0088.jpg"
703,1,0,0,0,0,0,881,231,190,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_103_Overview_DSC_0089.jpg"
704,1,0,0,0,0,0,881,231,190,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_103_Overview_DSC_0090.jpg"
705,1,0,0,0,0,0,881,232,191,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_103A_DSC_0092.jpg"
706,1,0,0,0,0,0,881,232,192,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_103B_DSC_0091.jpg"
707,1,0,0,0,0,0,881,233,193,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_104_0096.jpg"
708,1,0,0,0,0,0,881,233,193,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_104_0097.jpg"
709,1,0,0,0,0,0,881,234,194,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_105_0114.jpg"
710,1,0,0,0,0,0,881,234,194,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_105_0115.jpg"
711,1,0,0,0,0,0,881,234,194,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_105_0116.jpg"
712,1,0,0,0,0,0,881,234,194,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_105_0117.jpg"
713,1,0,0,0,0,0,881,234,194,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_105_0118.jpg"
714,1,0,0,0,0,0,881,235,195,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_106_0104.jpg"
715,1,0,0,0,0,0,881,235,195,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_106_0106.jpg"
716,1,0,0,0,0,0,881,235,195,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_106_0106 2.jpg"
717,1,0,0,0,0,0,881,236,196,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_107_0124.jpg"
718,1,0,0,0,0,0,881,236,196,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_107_0125.jpg"
719,1,0,0,0,0,0,881,236,196,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_107_0126.jpg"
720,1,0,0,0,0,0,881,236,196,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_107_0127.jpg"
721,1,0,0,0,0,0,881,237,197,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_108_0128.jpg"
722,1,0,0,0,0,0,881,237,197,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_108_0129.jpg"
723,1,0,0,0,0,0,881,238,198,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_109_0130.jpg"
724,1,0,0,0,0,0,881,238,198,0,"\Photos\USTProject\2014_March_FIELDSEASON\WhiteBasinEricApril\881_14_WB_109_0131.jpg"
