"keyPhotoID","OutcropPhoto","Photomicrograph","CLImage","OtherImage","TSOverview","OtherDocument","WayptIDKey","MacrostructureID","SampleIDKey","TSDescID","PhotoLinkRelative2"
2,1,0,0,0,0,0,,2,3,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_1_MACRO2.JPG"
3,1,0,0,0,0,0,,2,3,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_1_MACRO3.JPG"
4,1,0,0,0,0,0,,2,3,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_1_MACRO4.JPG"
5,1,0,0,0,0,0,,3,4,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2_MACRO (1).JPG"
6,1,0,0,0,0,0,,3,4,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2_MACRO (2).JPG"
7,1,0,0,0,0,0,,3,4,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2_MACRO0011.JPG"
8,1,0,0,0,0,0,,0,4,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2A_MESO_0015 (4).JPG"
9,1,0,0,0,0,0,,0,5,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2B_MESO_0015 (5).JPG"
10,0,0,0,0,0,0,,0,6,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2C_MESO_0015 (1).JPG"
11,1,0,0,0,0,0,,4,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0017.JPG"
12,1,0,0,0,0,0,,4,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0016.JPG"
13,1,0,0,0,0,0,,4,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0018.JPG"
14,1,0,0,0,0,0,,4,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0019.JPG"
15,1,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_Jan2016_0025.JPG"
16,1,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MACRO_0021 (1).JPG"
17,1,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MACRO_0021 (2).JPG"
18,1,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MACRO_0021 (3).JPG"
19,1,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MACRO_0021 (4).JPG"
20,1,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MACRO_0021 (4).JPG"
21,0,0,0,0,0,0,,5,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MACRO_0021 (5).JPG"
22,1,0,0,0,0,0,,0,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MESO_0028 (1).JPG"
23,1,0,0,0,0,0,,0,7,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_3_MESO_0028 (2).JPG"
24,1,0,0,0,0,0,,6,9,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_4_MACRO_0029.JPG"
25,1,0,0,0,0,0,,0,9,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_4A_Jan2016_0030.JPG"
26,1,0,0,0,0,0,,0,10,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_4B_MESO_0032 (3).JPG"
27,1,0,0,0,0,0,,0,11,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_4C_MESO_0032 (1).JPG"
28,1,0,0,0,0,0,,7,0,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0033.JPG"
29,1,0,0,0,0,0,,7,0,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0034.JPG"
30,1,0,0,0,0,0,,7,0,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\Jan2016_0035.JPG"
31,1,0,0,0,0,0,,8,12,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_5_MACRO_0037 (1).JPG"
32,1,0,0,0,0,0,,8,12,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_5_MACRO_0037 (2).JPG"
33,1,0,0,0,0,0,,0,12,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_5A_MESO_0041 (2).JPG"
34,1,0,0,0,0,0,,0,13,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_5B_MESO_0041 (3).JPG"
35,1,0,0,0,0,0,,0,14,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_5C_MESO_0041 (1).JPG"
36,1,0,0,0,0,0,,14,1,0,"\Photos\USTProject\HS-15-SBR-1\HS-15-SBR-001_1792.jpg"
37,1,0,0,0,0,0,,14,1,0,"\Photos\USTProject\HS-15-SBR-1\HS-15-SBR-001_1793.jpg"
38,1,0,0,0,0,0,,14,1,0,"\Photos\USTProject\HS-15-SBR-1\HS-15-SBR-001_1794.jpg"
39,1,0,0,0,0,0,,0,1,0,"\Photos\USTProject\HS-15-SBR-1\HS-15-SBR-001_1795.jpg"
40,1,0,0,0,0,0,,0,2,0,"\Photos\USTProject\HS-15-SBR-1\HS-15-SBR-001_1796.jpg"
41,1,0,0,0,0,0,,15,26,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1797.jpg"
42,1,0,0,0,0,0,,15,26,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1798.jpg"
43,1,0,0,0,0,0,,0,26,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1799.jpg"
44,1,0,0,0,0,0,,0,27,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1800.jpg"
45,1,0,0,0,0,0,,0,28,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1801.jpg"
46,1,0,0,0,0,0,,0,29,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1802.jpg"
47,1,0,0,0,0,0,,0,30,0,"\Photos\USTProject\HS-15-SBR-2\HS-15-SBR-002_1803.jpg"
48,1,0,0,0,0,0,,16,31,0,"\Photos\USTProject\HS-15-SBR-3\HS-15-SBR-003_1804.jpg"
49,1,0,0,0,0,0,,16,31,0,"\Photos\USTProject\HS-15-SBR-3\HS-15-SBR-003_1805.jpg"
50,1,0,0,0,0,0,,0,31,0,"\Photos\USTProject\HS-15-SBR-3\HS-15-SBR-003_1805.jpg"
51,1,0,0,0,0,0,,0,32,0,"\Photos\USTProject\HS-15-SBR-3\HS-15-SBR-003_1806.jpg"
52,1,0,0,0,0,0,,0,33,0,"\Photos\USTProject\HS-15-SBR-3\HS-15-SBR-003_1807.jpg"
53,1,0,0,0,0,0,,17,34,0,"\Photos\USTProject\HS-15-SBR-4\HS-15-SBR-004_1810.jpg"
54,1,0,0,0,0,0,,0,34,0,"\Photos\USTProject\HS-15-SBR-4\HS-15-SBR-004_1811.jpg"
55,1,0,0,0,0,0,,0,35,0,"\Photos\USTProject\HS-15-SBR-4\HS-15-SBR-004_1812.jpg"
56,1,0,0,0,0,0,,18,,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-SBR-005_219.jpg"
57,1,0,0,0,0,0,,0,36,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-SBR-005_220.jpg"
58,1,0,0,0,0,0,,0,37,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-SBR-005_221.jpg"
59,1,0,0,0,0,0,,0,38,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-SBR-005_222.jpg"
60,1,0,0,0,0,0,,19,,0,"\Photos\USTProject\HS-15-SBR-6\HS-15-SBR-006_229.jpg"
61,1,0,0,0,0,0,,0,39,0,"\Photos\USTProject\HS-15-SBR-6\HS-15-SBR-006_231.jpg"
62,1,0,0,0,0,0,,0,40,0,"\Photos\USTProject\HS-15-SBR-6\HS-15-SBR-006_230.jpg"
63,1,0,0,0,0,0,,0,41,0,"\Photos\USTProject\HS-15-SBR-6\HS-15-SBR-006_232.jpg"
64,1,0,0,0,0,0,,20,,0,"\Photos\USTProject\HS-15-SBR-7\HS-15-SBR-007_245.jpg"
65,1,0,0,0,0,0,,0,42,0,"\Photos\USTProject\HS-15-SBR-7\HS-15-SBR-007_246.jpg"
66,1,0,0,0,0,0,,0,43,0,"\Photos\USTProject\HS-15-SBR-7\HS-15-SBR-007_246.jpg"
67,1,0,0,0,0,0,,0,44,0,"\Photos\USTProject\HS-15-SBR-7\HS-15-SBR-007_247.jpg"
68,1,0,0,0,0,0,,21,45,0,"\Photos\USTProject\HS-15-SBR-8\HS-15-SBR-008_248.jpg"
69,1,0,0,0,0,0,,21,45,0,"\Photos\USTProject\HS-15-SBR-8\HS-15-SBR-008_249.jpg"
70,1,0,0,0,0,0,,0,45,0,"\Photos\USTProject\HS-15-SBR-8\HS-15-SBR-008_250.jpg"
71,1,0,0,0,0,0,,22,15,0,"\Photos\USTProject\HS-15-SBR-10\HS-15-SBR-010_1813.jpg"
72,1,0,0,0,0,0,,0,15,0,"\Photos\USTProject\HS-15-SBR-10\HS-15-SBR-010_1814.jpg"
73,1,0,0,0,0,0,,0,16,0,"\Photos\USTProject\HS-15-SBR-10\HS-15-SBR-010_1814.jpg"
74,1,0,0,0,0,0,,24,17,0,"\Photos\USTProject\HS-15-SBR-12\HS-15-SBR-012_1816.jpg"
75,1,0,0,0,0,0,,0,17,0,"\Photos\USTProject\HS-15-SBR-12\HS-15-SBR-012_1817.jpg"
76,1,0,0,0,0,0,,0,18,0,"\Photos\USTProject\HS-15-SBR-12\HS-15-SBR-012_1818.jpg"
77,1,0,0,0,0,0,,25,19,0,"\Photos\USTProject\HS-15-SBR-13\HS-15-SBR-013_1819.jpg"
78,1,0,0,0,0,0,,0,19,0,"\Photos\USTProject\HS-15-SBR-13\HS-15-SBR-013_1820.jpg"
79,1,0,0,0,0,0,,0,20,0,"\Photos\USTProject\HS-15-SBR-13\HS-15-SBR-013_1821.jpg"
80,1,0,0,0,0,0,,26,21,0,"\Photos\USTProject\HS-15-SBR-14\HS-15-SBR-014_1822.jpg"
81,1,0,0,0,0,0,,0,21,0,"\Photos\USTProject\HS-15-SBR-14\HS-15-SBR-014_1823.jpg"
82,1,0,0,0,0,0,,0,22,0,"\Photos\USTProject\HS-15-SBR-14\HS-15-SBR-014_1824.jpg"
83,1,0,0,0,0,0,,0,23,0,"\Photos\USTProject\HS-15-SBR-14\HS-15-SBR-014_1825.jpg"
84,1,0,0,0,0,0,,27,24,0,"\Photos\USTProject\HS-15-SBR-15\HS-15-SBR-015_1828.jpg"
85,1,0,0,0,0,0,,0,24,0,"\Photos\USTProject\HS-15-SBR-15\HS-15-SBR-015_1829.jpg"
86,1,0,0,0,0,0,,0,25,0,"\Photos\USTProject\HS-15-SBR-15\HS-15-SBR-015_1829.jpg"
87,1,0,0,0,0,0,,,,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1(2).jpg"
88,1,0,0,0,0,0,,,,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1(3).jpg"
89,1,0,0,0,0,0,,,,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1.jpg"
90,1,0,0,0,0,0,,28,,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1(2).jpg"
91,1,0,0,0,0,0,,28,,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1(3).jpg"
92,1,0,0,0,0,0,,28,,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1.jpg"
93,1,0,0,0,0,0,,0,55,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1A.jpg"
94,0,0,0,0,1,0,,0,55,6,"\Photos\USTProject\HS-15-STR-1\CL_AND_OVERVIEW\HS-15-STR-1A-TS.png"
95,1,0,0,0,0,0,,0,56,0,"\Photos\USTProject\HS-15-STR-1\HS-15-STR-1B.jpg"
96,0,0,0,0,1,0,,0,56,7,"\Photos\USTProject\HS-15-STR-1\CL_AND_OVERVIEW\HS-15-STR-1B-TS.png"
97,0,0,1,0,0,0,,0,56,7,"\Photos\USTProject\HS-15-STR-1\CL_AND_OVERVIEW\HS-15-STR-1BJPG"
98,0,0,1,0,0,0,,0,55,6,"\Photos\USTProject\HS-15-STR-1\CL_AND_OVERVIEW\HS-15-STR-1AJPG"
99,1,0,0,0,0,0,,29,,0,"\Photos\USTProject\HS-15-STR-2\HS-15-STR-2.jpg"
100,1,0,0,0,0,0,,0,58,0,"\Photos\USTProject\HS-15-STR-2\HS-15-STR-2(2).jpg"
101,0,0,0,0,1,0,,0,,8,"\Photos\USTProject\HS-15-STR-2\CL_AND_OVERVIEW\HS-15-STR-2-TS.png"
102,0,0,1,0,0,0,,0,,8,"\Photos\USTProject\HS-15-STR-2\CL_AND_OVERVIEW\HS-15-STR-2JPG"
103,1,0,0,0,0,0,,30,,0,"\Photos\USTProject\HS-15-STR-3\HS-15-STR-3 (2).jpg"
104,1,0,0,0,0,0,,30,,0,"\Photos\USTProject\HS-15-STR-3\HS-15-STR-3(2).jpg"
105,1,0,0,0,0,0,,30,,0,"\Photos\USTProject\HS-15-STR-3\HS-15-STR-3(2)thumb.jpg"
106,1,0,0,0,0,0,,0,59,0,"\Photos\USTProject\HS-15-STR-3\HS-15-STR-3.jpg"
107,0,0,0,0,1,0,,0,,9,"\Photos\USTProject\HS-15-STR-3\CL_AND_OVERVIEW\HS-15-STR-3-TS.png"
108,1,0,0,0,0,0,,31,34,0,"\Photos\USTProject\HS-15-SBR-4\HS-15-SBR-004_1810.jpg"
109,1,0,0,0,0,0,,31,,0,"\Photos\USTProject\HS-15-SBR-4\HS-15-STR-4 (1).jpg"
110,1,0,0,0,0,0,,32,,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-STR-5 (1).jpg"
111,1,0,0,0,0,0,,0,,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-SBR-005_220.jpg"
112,1,0,0,0,0,0,,0,,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-SBR-005_221.jpg"
113,1,0,0,0,0,0,,32,,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-STR-5 (2).jpg"
114,1,0,0,0,0,0,,0,67,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-STR-5H (1).jpg"
115,1,0,0,0,0,0,,0,66,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-STR-5G.jpg"
116,0,0,0,0,0,0,,0,65,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-STR-5F.jpg"
117,1,0,0,0,0,0,,0,65,0,"\Photos\USTProject\HS-15-SBR-5\HS-15-STR-5F.jpg"
118,1,0,0,0,0,0,,33,,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6(2).jpg"
119,1,0,0,0,0,0,,33,,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6.jpg"
120,1,0,0,0,0,0,,0,68,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6A.jpg"
121,1,0,0,0,0,0,,0,69,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6B (2).jpg"
122,1,0,0,0,0,0,,0,70,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6C (2).jpg"
123,1,0,0,0,0,0,,0,71,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6D (2).jpg"
124,1,0,0,0,0,0,,0,72,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6E (2).jpg"
125,1,0,0,0,0,0,,0,73,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6F (3).jpg"
126,1,0,0,0,0,0,,0,74,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6F+G.jpg"
127,1,0,0,0,0,0,,0,74,0,"\Photos\USTProject\HS-15-STR-6\HS-15-STR-6G (2).jpg"
128,0,0,0,0,1,0,,0,68,10,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6A-TS.png"
129,0,0,0,0,1,0,,0,69,11,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6B-TS.png"
130,0,0,1,0,0,0,,0,69,11,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6BJPG"
131,0,0,0,0,1,0,,0,70,12,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6C-TS.png"
132,0,0,1,0,0,0,,0,70,12,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6CJPG"
133,0,0,0,0,1,0,,0,71,13,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6D-TS.png"
134,0,0,1,0,0,0,,0,71,13,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6DJPG"
135,0,0,0,0,1,0,,0,72,14,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6E-TS.png"
136,0,0,1,0,0,0,,0,72,14,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6EJPG"
137,0,0,0,0,1,0,,0,73,15,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6F-TS.png"
138,0,0,1,0,0,0,,0,73,15,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6FJPG"
139,0,0,0,0,1,0,,0,74,16,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6G-TS.png"
140,0,0,1,0,0,0,,0,74,16,"\Photos\USTProject\HS-15-STR-6\CL_AND_OVERVIEW\HS-15-STR-6GJPG"
141,1,0,0,0,0,0,,34,75,0,"\Photos\USTProject\HS-15-STR-7\HS-15-STR-7 (2).jpg"
142,1,0,0,0,0,0,,34,75,0,"\Photos\USTProject\HS-15-STR-7\HS-15-STR-7(2).jpg"
143,1,0,0,0,0,0,,34,75,0,"\Photos\USTProject\HS-15-STR-7\HS-15-STR-7(3).jpg"
144,1,0,0,0,0,0,,0,75,0,"\Photos\USTProject\HS-15-STR-7\HS-15-STR-7(4).jpg"
145,0,0,0,0,1,0,,0,75,17,"\Photos\USTProject\HS-15-STR-7\CL_AND_OVERVIEW\HS-15-STR-7-TS.png"
146,0,0,1,0,0,0,,0,75,17,"\Photos\USTProject\HS-15-STR-7\CL_AND_OVERVIEW\HS-15-STR-7JPG"
147,1,0,0,0,0,0,,35,,0,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8.jpg"
148,1,0,0,0,0,0,,0,76,0,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8A.jpg"
149,0,0,0,0,1,0,,0,,18,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8A-TS.png"
150,1,0,0,0,0,0,,0,77,0,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8B.jpg"
151,0,0,0,0,1,0,,0,,19,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8B-TS.png"
152,1,0,0,0,0,0,,0,78,0,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8C.jpg"
153,0,0,0,0,1,0,,0,,20,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8C-TS.png"
154,1,0,0,0,0,0,,0,79,0,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8D.jpg"
155,0,0,0,0,1,0,,0,,21,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8D-TS (1).png"
156,0,0,0,0,1,0,,0,,21,"\Photos\USTProject\HS-15-STR-8\HS-15-STR-8D-TS.png"
157,0,0,0,0,1,0,,0,,22,"\Photos\USTProject\HS-15-STR-9\HS-15-STR-9-TS (1).png"
158,0,0,0,0,1,0,,0,,22,"\Photos\USTProject\HS-15-STR-9\HS-15-STR-9-TS.png"
159,1,0,0,0,0,0,,37,,0,"\Photos\USTProject\HS-15-STR-10\HS-15-STR-10.jpg"
160,1,0,0,0,0,0,,0,46,0,"\Photos\USTProject\HS-15-STR-10\HS-15-STR-10.jpg"
161,0,0,0,0,1,0,,0,46,23,"\Photos\USTProject\HS-15-STR-10\HS-15-STR-10A-TS.png"
162,0,0,0,0,1,0,,0,46,23,"\Photos\USTProject\HS-15-STR-10\HS-15-STR-10A-TS (1).png"
163,0,0,0,0,1,0,,0,,24,"\Photos\USTProject\HS-15-STR-10\HS-15-STR-10B-TS (1).png"
164,0,0,0,0,1,0,,0,,24,"\Photos\USTProject\HS-15-STR-10\HS-15-STR-10B-TS.png"
165,1,0,0,0,0,0,,38,,0,"\Photos\USTProject\HS-15-STR-11\HS-15-STR-11.jpg"
166,1,0,0,0,0,0,,0,47,0,"\Photos\USTProject\HS-15-STR-11\HS-15-STR-11.jpg"
167,0,0,0,0,1,0,,0,47,25,"\Photos\USTProject\HS-15-STR-11\HS-15-STR-11-TS.png"
168,0,0,0,0,1,0,,0,47,25,"\Photos\USTProject\HS-15-STR-11\HS-15-STR-11-TS (1).png"
169,1,0,0,0,0,0,,39,,0,"\Photos\USTProject\HS-15-STR-12\HS-15-STR-12.jpg"
170,1,0,0,0,0,0,,0,48,0,"\Photos\USTProject\HS-15-STR-12\HS-15-STR-12A (2).jpg"
171,0,0,1,0,0,0,,0,48,26,"\Photos\USTProject\HS-15-STR-12\CL_AND_OVERVIEW\HS-15-STR-12AJPG"
172,0,0,0,1,0,0,,0,48,26,"\Photos\USTProject\HS-15-STR-12\CL_AND_OVERVIEW\HS-15-STR-12A.JPG"
173,1,0,0,0,0,0,,0,49,0,"\Photos\USTProject\HS-15-STR-12\HS-15-STR-12B (2).jpg"
174,0,0,1,0,0,0,,0,49,27,"\Photos\USTProject\HS-15-STR-12\CL_AND_OVERVIEW\HS-15-STR-12BJPG"
175,1,0,0,0,0,0,,0,50,0,"\Photos\USTProject\HS-15-STR-12\HS-15-STR-12C.jpg"
176,0,0,1,0,0,0,,0,50,28,"\Photos\USTProject\HS-15-STR-12\CL_AND_OVERVIEW\HS-15-STR-12CJPG"
177,1,0,0,0,0,0,,40,51,0,"\Photos\USTProject\HS-15-STR-13\HS-15-STR-13 (2).jpg"
178,1,0,0,0,0,0,,40,51,0,"\Photos\USTProject\HS-15-STR-13\HS-15-STR-13(2).jpg"
179,1,0,0,0,0,0,,0,51,0,"\Photos\USTProject\HS-15-STR-13\HS-15-STR-13(2).jpg"
180,0,0,1,0,0,0,,0,51,29,"\Photos\USTProject\HS-15-STR-13\HS-15-STR-13JPG"
181,0,0,0,1,0,0,,0,51,29,"\Photos\USTProject\HS-15-STR-13\HS-15-STR-13.JPG"
182,1,0,0,0,0,0,,41,,0,"\Photos\USTProject\HS-15-STR-14\HS-15-STR-14(2).jpg"
183,1,0,0,0,0,0,,0,52,0,"\Photos\USTProject\HS-15-STR-14\HS-15-STR-14A (2).jpg"
184,0,0,1,0,0,0,,0,52,30,"\Photos\USTProject\HS-15-STR-14\HS-15-STR-14AJPG"
185,1,0,0,0,0,0,,0,53,0,"\Photos\USTProject\HS-15-STR-14\HS-15-STR-14B (2).jpg"
186,0,0,1,0,1,0,,0,53,31,"\Photos\USTProject\HS-15-STR-14\HS-15-STR-14B-TS.png"
187,0,0,1,0,0,0,,0,53,31,"\Photos\USTProject\HS-15-STR-14\HS-15-STR-14B-TS.png"
188,1,0,0,0,0,0,,42,,0,"\Photos\USTProject\HS-15-STR-15\HS-15-STR-15.jpg"
189,1,0,0,0,0,0,,0,54,0,"\Photos\USTProject\HS-15-STR-15\HS-15-STR-15.jpg"
190,0,0,0,0,1,0,,0,,32,"\Photos\USTProject\HS-15-STR-15\HS-15-STR-15-TS (2).png"
191,0,0,0,0,1,0,,0,,32,"\Photos\USTProject\HS-15-STR-15\HS-15-STR-15-TS.png"
192,0,0,0,1,0,0,,0,,32,"\Photos\USTProject\HS-15-STR-15\CL_AND_OVERVIEW\HS-15-STR-15 Acetone.JPG"
193,0,0,1,0,0,0,,0,,32,"\Photos\USTProject\HS-15-STR-15\CL_AND_OVERVIEW\HS-15-STR-15JPG"
194,1,0,0,0,0,0,,2,3,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_1_MACRO1.JPG"
196,0,0,0,0,0,0,,0,13,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_5B_MESO_0041 (3).JPG"
197,0,0,0,0,0,0,,55,,0,"\Photos\USTProject\HS-15-STR-2\HS-15-STR-2(2).jpg"
198,0,0,0,0,0,0,,55,,0,"\Photos\USTProject\HS-15-STR-2\HS-15-STR-2.jpg"
199,1,0,0,0,0,0,,0,57,0,"\Photos\USTProject\HS-15-STR-2\HS-15-STR-2(2).jpg"
200,1,0,0,1,0,0,,0,4,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2A_Jan2016_0013.JPG"
201,0,0,0,1,1,0,,0,4,0,"\Photos\USTProject\16-WB-2\Thick Sections\16-WB-2A-ThS.tif"
202,0,0,0,1,1,0,,0,5,0,"\Photos\USTProject\16-WB-2\Thick Sections\16-WB-2B-1-ThS.tif"
203,1,0,0,1,0,0,,0,5,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2B_Jan2016_0014.JPG"
204,1,0,0,1,0,0,,0,6,0,"\Photos\USTProject\2016_JanuaryFieldPhotos\Hickson\16_WB_2C_Jan2016_0015.JPG"
205,0,0,0,1,1,0,,0,6,0,"\Photos\USTProject\16-WB-2\Thick Sections\16-WB-2C-ThS.tif"
206,0,1,0,0,0,0,,0,68,10,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6A-0-PPL.jpg"
207,0,1,0,0,0,0,,0,68,10,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6A-1-XPL.jpg"
208,0,1,0,0,0,0,,0,68,10,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6A-PPL.jpg"
209,0,1,0,0,0,0,,0,69,11,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6B-0-PPL.jpg"
210,0,1,0,0,0,0,,0,69,11,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6B-1-PPL.jpg"
211,0,1,0,0,0,0,,0,69,11,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6B-1-XPL.jpg"
212,0,1,0,0,0,0,,0,69,11,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6B-2-PPL.jpg"
213,0,1,0,0,0,0,,0,70,12,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6C-0-PPL.jpg"
214,0,1,0,0,0,0,,0,70,12,"\Photos\USTProject\HS-15-STR-6\PETROGRAPHY\SLR Photos_ HS-15-STR-6\HS-15-STR-6C-0-XPL.jpg"
